kode_matkul,nama_matkul,sks_matakuliah,total_hadir,total_pertemuan,kode_nilai,kategori,npm_mahasiswa,rasio_kehadiran,kategori_encoded,cluster_kmeans,cluster,cluster_dbscan,cluster_agglo,cluster_gmm
SI00122,Kecerdasan Buatan,3,14,14,A,Machine Learning,1931132,1.0,12,3,3,45,3,11
SI00206,Manajemen Layanan IT,3,14,14,B,Manajemen,1931132,1.0,14,8,8,16,0,8
SI00239,Rekayasa Ulang Bisnis,3,14,14,A,Manajemen,1931132,1.0,14,2,2,47,1,11
SI00278,Perancangan Aplikasi Mobile,3,14,14,A,Mobile Development,1931132,1.0,17,12,12,43,8,11
SI00286,Pengembangan Aplikasi Mobile,3,14,14,A,Mobile Development,1931132,1.0,17,0,0,49,7,11
SI00289,IT Governance,3,14,14,B,Manajemen,1931132,1.0,14,0,0,50,7,6
SI00219,Sistem Basis Data,3,14,14,A,Basis Data,2031005,1.0,3,5,5,20,13,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2031005,1.0,8,5,5,21,4,11
SI00217,Perancangan Situs Web,3,14,14,A,Website Making,2031005,1.0,25,8,8,22,0,11
SI00157,Animasi 2D,3,14,14,A,Animation,2031005,1.0,0,1,1,23,2,11
SI00155,Struktur Data,3,14,14,A,Basic Programming,2031005,1.0,2,1,1,24,2,11
SI00249,Aplikasi Komputer Akuntansi,3,14,14,A,Basic Programming,2031005,1.0,2,13,13,25,9,11
SI00232,Kerangka Pengembangan Proyek,3,14,14,A,Logical Thinking,2031005,1.0,11,2,2,26,4,11
SI00282,Perintisan Startup Business,3,7,14,A,Startup,2031005,0.5,22,12,12,28,8,12
SI00150,Matematika Sistem Informasi,3,13,14,A,Logical Thinking,2031005,0.9285714285714286,11,3,3,29,3,11
SI00162,Pemograman Basis Data,3,14,14,A,Basis Data,2031005,1.0,3,1,1,30,2,11
SI00165,Pemograman Web,3,14,14,A,Website Making,2031005,1.0,25,8,8,31,0,11
SI00265,Wawasan Dan Aplikasi Teknologi,3,14,14,A,Logical Thinking,2031005,1.0,11,11,11,32,11,11
SI00283,Pengembangan Startup Business,3,14,14,A,Startup,2031005,1.0,22,12,12,28,8,12
SI00208,Teknik Pemasaran Digital,3,14,14,A,Marketing,2031005,1.0,16,8,8,3,0,11
SI00132,Manajemen Dan Audit Sistem Informasi,3,14,14,A,Manajemen,2031005,1.0,14,3,3,11,3,11
SI00225,Fotografi Dan Desain Multimedia,3,14,14,A,Design,2031005,1.0,5,5,5,4,4,11
SI00163,Teknologi Game,3,14,14,A,Game Making,2031005,1.0,7,1,1,1,2,11
SI00118,Sinematografi,3,14,14,A,Movie Making,2031005,1.0,19,14,14,19,3,14
SI00241,3D Animasi,3,14,14,A,Animation,2031005,1.0,0,13,13,13,9,11
SIL0128,Lab 3D Animasi,1,9,14,A,Animation,2031005,0.6428571428571429,0,9,9,33,10,10
SI00277,Game Design,3,13,14,A,Game Making,2031005,0.9285714285714286,7,6,6,34,12,11
SIL0132,Lab. Game Design,1,6,14,A,Game Making,2031005,0.42857142857142855,7,4,4,35,10,10
SIL0077,Lab. Sinematografi,1,9,14,A,Movie Making,2031005,0.6428571428571429,19,10,10,36,6,10
SI00290,Pengembangan Video Game,3,14,14,A,Game Making,2031005,1.0,7,0,0,14,7,11
SIL0138,Lab. Pengembangan Video Game,1,8,14,A,Game Making,2031005,0.5714285714285714,7,4,4,37,5,10
SI00240,Efek Visual,3,13,14,A,Animation,2031005,0.9285714285714286,0,13,13,13,9,13
SIL0127,Lab Efek Visual,1,9,14,A,Design,2031005,0.6428571428571429,5,9,9,38,10,10
SI00233,Desain Kreatif,3,14,14,A,Design,2031005,1.0,5,5,5,2,4,11
SIL0139,Lab. Desain Kreatif,1,9,14,A,Design,2031005,0.6428571428571429,5,4,4,39,5,10
SI00219,Sistem Basis Data,3,14,14,A,Basis Data,2031006,1.0,3,5,5,20,13,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2031006,1.0,8,5,5,21,4,11
SI00217,Perancangan Situs Web,3,14,14,A,Website Making,2031006,1.0,25,8,8,22,0,11
SI00157,Animasi 2D,3,14,14,A,Animation,2031006,1.0,0,1,1,23,2,11
SI00155,Struktur Data,3,14,14,A,Basic Programming,2031006,1.0,2,1,1,24,2,11
SI00249,Aplikasi Komputer Akuntansi,3,14,14,C,Basic Programming,2031006,1.0,2,13,13,25,9,5
SI00232,Kerangka Pengembangan Proyek,3,14,14,A,Logical Thinking,2031006,1.0,11,2,2,26,4,11
SI00282,Perintisan Startup Business,3,7,14,B,Startup,2031006,0.5,22,12,12,28,8,12
SI00150,Matematika Sistem Informasi,3,13,14,B,Logical Thinking,2031006,0.9285714285714286,11,3,3,29,3,3
SI00162,Pemograman Basis Data,3,14,14,A,Basis Data,2031006,1.0,3,1,1,30,2,11
SI00165,Pemograman Web,3,14,14,A,Website Making,2031006,1.0,25,8,8,31,0,11
SI00265,Wawasan Dan Aplikasi Teknologi,3,13,14,A,Logical Thinking,2031006,0.9285714285714286,11,11,11,32,11,11
SI00283,Pengembangan Startup Business,3,14,14,C,Startup,2031006,1.0,22,12,12,28,8,12
SI00208,Teknik Pemasaran Digital,3,12,14,C,Marketing,2031006,0.8571428571428571,16,8,8,3,0,5
SI00132,Manajemen Dan Audit Sistem Informasi,3,14,14,A,Manajemen,2031006,1.0,14,3,3,11,3,11
SI00225,Fotografi Dan Desain Multimedia,3,13,14,E,Design,2031006,0.9285714285714286,5,5,5,4,4,5
SI00163,Teknologi Game,3,14,14,A,Game Making,2031006,1.0,7,1,1,1,2,11
SI00118,Sinematografi,3,14,14,A,Movie Making,2031006,1.0,19,14,14,19,3,14
SI00241,3D Animasi,3,14,14,A,Animation,2031006,1.0,0,13,13,13,9,11
SIL0128,Lab 3D Animasi,1,9,14,A,Animation,2031006,0.6428571428571429,0,9,9,33,10,10
SI00277,Game Design,3,13,14,A,Game Making,2031006,0.9285714285714286,7,6,6,34,12,11
SIL0132,Lab. Game Design,1,6,14,A,Game Making,2031006,0.42857142857142855,7,4,4,35,10,10
SIL0077,Lab. Sinematografi,1,9,14,A,Movie Making,2031006,0.6428571428571429,19,10,10,36,6,10
SI00290,Pengembangan Video Game,3,14,14,A,Game Making,2031006,1.0,7,0,0,14,7,11
SIL0138,Lab. Pengembangan Video Game,1,8,14,B,Game Making,2031006,0.5714285714285714,7,4,4,37,5,10
SI00240,Efek Visual,3,13,14,A,Animation,2031006,0.9285714285714286,0,13,13,13,9,13
SIL0127,Lab Efek Visual,1,9,14,A,Design,2031006,0.6428571428571429,5,9,9,38,10,10
SI00233,Desain Kreatif,3,14,14,A,Design,2031006,1.0,5,5,5,2,4,11
SIL0139,Lab. Desain Kreatif,1,9,14,A,Design,2031006,0.6428571428571429,5,4,4,39,5,10
SI00239,Rekayasa Ulang Bisnis,3,13,14,A,Manajemen,2031006,0.9285714285714286,14,2,2,47,1,11
SI00219,Sistem Basis Data,3,14,14,A,Basis Data,2031007,1.0,3,5,5,20,13,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2031007,1.0,8,5,5,21,4,11
SI00217,Perancangan Situs Web,3,14,14,A,Website Making,2031007,1.0,25,8,8,22,0,11
SI00157,Animasi 2D,3,14,14,A,Animation,2031007,1.0,0,1,1,23,2,11
SI00155,Struktur Data,3,14,14,A,Basic Programming,2031007,1.0,2,1,1,24,2,11
SI00249,Aplikasi Komputer Akuntansi,3,14,14,B,Basic Programming,2031007,1.0,2,13,13,25,9,6
SI00232,Kerangka Pengembangan Proyek,3,14,14,A,Logical Thinking,2031007,1.0,11,2,2,26,4,11
SI00282,Perintisan Startup Business,3,7,14,A,Startup,2031007,0.5,22,12,12,28,8,12
SI00150,Matematika Sistem Informasi,3,13,14,A,Logical Thinking,2031007,0.9285714285714286,11,3,3,29,3,11
SI00162,Pemograman Basis Data,3,14,14,B,Basis Data,2031007,1.0,3,1,1,30,2,8
SI00165,Pemograman Web,3,14,14,A,Website Making,2031007,1.0,25,8,8,31,0,11
SI00265,Wawasan Dan Aplikasi Teknologi,3,14,14,B,Logical Thinking,2031007,1.0,11,11,11,32,11,5
SI00283,Pengembangan Startup Business,3,14,14,A,Startup,2031007,1.0,22,12,12,28,8,12
SI00208,Teknik Pemasaran Digital,3,14,14,A,Marketing,2031007,1.0,16,8,8,3,0,11
SI00132,Manajemen Dan Audit Sistem Informasi,3,14,14,A,Manajemen,2031007,1.0,14,3,3,11,3,11
SI00212,Analisis Dan Perancangan Sistem Informasi,3,14,14,A,Basic Programming,2031007,1.0,2,5,5,40,13,11
SI00234,Machine Learning,3,13,14,A,Machine Learning,2031007,0.9285714285714286,12,2,2,41,4,11
SI00160,Pemrograman Berorientasi Obyek,3,14,14,A,Basic Programming,2031007,1.0,2,1,1,42,2,11
SI00278,Perancangan Aplikasi Mobile,3,14,14,A,Mobile Development,2031007,1.0,17,12,12,43,8,11
SIL0131,Lab. Perancangan Aplikasi Mobile,1,12,14,A,Mobile Development,2031007,0.8571428571428571,17,10,10,44,6,10
SI00122,Kecerdasan Buatan,3,14,14,B,Machine Learning,2031007,1.0,12,3,3,45,3,3
SIL0079,Lab Kecerdasan Buatan,1,12,14,B,Machine Learning,2031007,0.8571428571428571,12,10,10,46,6,10
SI00239,Rekayasa Ulang Bisnis,3,14,14,A,Manajemen,2031007,1.0,14,2,2,47,1,11
SIL0133,Lab. Rekayasa Ulang Bisnis,1,10,14,A,Manajemen,2031007,0.7142857142857143,14,10,10,48,5,10
SI00286,Pengembangan Aplikasi Mobile,3,11,14,A,Mobile Development,2031007,0.7857142857142857,17,0,0,49,7,11
SIL0134,Lab. Pengembangan Aplikasi Mobile,1,10,14,A,Mobile Development,2031007,0.7142857142857143,17,10,10,54,6,10
SI00289,IT Governance,3,14,14,A,Manajemen,2031007,1.0,14,0,0,50,7,11
SIL0135,Lab. IT Governance,1,9,14,A,Manajemen,2031007,0.6428571428571429,14,4,4,55,5,10
SI00219,Sistem Basis Data,3,14,14,A,Basis Data,2031008,1.0,3,5,5,20,13,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2031008,1.0,8,5,5,21,4,11
SI00217,Perancangan Situs Web,3,14,14,A,Website Making,2031008,1.0,25,8,8,22,0,11
SI00157,Animasi 2D,3,14,14,A,Animation,2031008,1.0,0,1,1,23,2,11
SI00155,Struktur Data,3,14,14,A,Basic Programming,2031008,1.0,2,1,1,24,2,11
SI00282,Perintisan Startup Business,3,7,14,A,Startup,2031008,0.5,22,12,12,28,8,12
SI00150,Matematika Sistem Informasi,3,13,14,A,Logical Thinking,2031008,0.9285714285714286,11,3,3,29,3,11
SI00283,Pengembangan Startup Business,3,14,14,A,Startup,2031008,1.0,22,12,12,28,8,12
SI00163,Teknologi Game,3,14,14,A,Game Making,2031008,1.0,7,1,1,1,2,11
SI00208,Teknik Pemasaran Digital,3,0,14,A,Marketing,2031008,0.0,16,8,8,3,0,5
SI00212,Analisis Dan Perancangan Sistem Informasi,3,0,14,A,Basic Programming,2031008,0.0,2,5,5,40,13,5
SI00286,Pengembangan Aplikasi Mobile,3,0,14,A,Mobile Development,2031008,0.0,17,0,0,49,7,5
SI00273,Creative Writing,3,0,14,A,Logical Thinking,2031008,0.0,11,6,6,12,12,5
SI00118,Sinematografi,3,14,14,A,Movie Making,2031008,1.0,19,14,14,19,3,14
SI00241,3D Animasi,3,14,14,A,Animation,2031008,1.0,0,13,13,13,9,11
SIL0128,Lab 3D Animasi,1,9,14,A,Animation,2031008,0.6428571428571429,0,9,9,33,10,10
SI00277,Game Design,3,14,14,A,Game Making,2031008,1.0,7,6,6,34,12,11
SIL0132,Lab. Game Design,1,6,14,A,Game Making,2031008,0.42857142857142855,7,4,4,35,10,10
SI00290,Pengembangan Video Game,3,14,14,A,Game Making,2031008,1.0,7,0,0,14,7,11
SIL0138,Lab. Pengembangan Video Game,1,8,14,A,Game Making,2031008,0.5714285714285714,7,4,4,37,5,10
SI00240,Efek Visual,3,13,14,A,Animation,2031008,0.9285714285714286,0,13,13,13,9,13
SIL0127,Lab Efek Visual,1,9,14,A,Design,2031008,0.6428571428571429,5,9,9,38,10,10
SI00233,Desain Kreatif,3,14,14,A,Design,2031008,1.0,5,5,5,2,4,11
SIL0139,Lab. Desain Kreatif,1,9,14,A,Design,2031008,0.6428571428571429,5,4,4,39,5,10
SI00219,Sistem Basis Data,3,14,14,A,Basis Data,2031009,1.0,3,5,5,20,13,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2031009,1.0,8,5,5,21,4,11
SI00217,Perancangan Situs Web,3,14,14,A,Website Making,2031009,1.0,25,8,8,22,0,11
SI00157,Animasi 2D,3,14,14,A,Animation,2031009,1.0,0,1,1,23,2,11
SI00155,Struktur Data,3,14,14,A,Basic Programming,2031009,1.0,2,1,1,24,2,11
SI00249,Aplikasi Komputer Akuntansi,3,14,14,A,Basic Programming,2031009,1.0,2,13,13,25,9,11
SI00232,Kerangka Pengembangan Proyek,3,14,14,A,Logical Thinking,2031009,1.0,11,2,2,26,4,11
SI00282,Perintisan Startup Business,3,7,14,A,Startup,2031009,0.5,22,12,12,28,8,12
SI00150,Matematika Sistem Informasi,3,13,14,A,Logical Thinking,2031009,0.9285714285714286,11,3,3,29,3,11
SI00162,Pemograman Basis Data,3,14,14,A,Basis Data,2031009,1.0,3,1,1,30,2,11
SI00165,Pemograman Web,3,14,14,A,Website Making,2031009,1.0,25,8,8,31,0,11
SI00265,Wawasan Dan Aplikasi Teknologi,3,14,14,A,Logical Thinking,2031009,1.0,11,11,11,32,11,11
SI00283,Pengembangan Startup Business,3,13,14,A,Startup,2031009,0.9285714285714286,22,12,12,28,8,12
SI00208,Teknik Pemasaran Digital,3,14,14,A,Marketing,2031009,1.0,16,8,8,3,0,11
SI00132,Manajemen Dan Audit Sistem Informasi,3,14,14,A,Manajemen,2031009,1.0,14,3,3,11,3,11
SI00225,Fotografi Dan Desain Multimedia,3,14,14,A,Design,2031009,1.0,5,5,5,4,4,11
SI00163,Teknologi Game,3,14,14,A,Game Making,2031009,1.0,7,1,1,1,2,11
SI00118,Sinematografi,3,14,14,A,Movie Making,2031009,1.0,19,14,14,19,3,14
SI00241,3D Animasi,3,14,14,A,Animation,2031009,1.0,0,13,13,13,9,11
SIL0128,Lab 3D Animasi,1,9,14,A,Animation,2031009,0.6428571428571429,0,9,9,33,10,10
SI00277,Game Design,3,14,14,A,Game Making,2031009,1.0,7,6,6,34,12,11
SIL0132,Lab. Game Design,1,6,14,A,Game Making,2031009,0.42857142857142855,7,4,4,35,10,10
SIL0077,Lab. Sinematografi,1,9,14,A,Movie Making,2031009,0.6428571428571429,19,10,10,36,6,10
SI00290,Pengembangan Video Game,3,14,14,A,Game Making,2031009,1.0,7,0,0,14,7,11
SIL0138,Lab. Pengembangan Video Game,1,8,14,A,Game Making,2031009,0.5714285714285714,7,4,4,37,5,10
SI00240,Efek Visual,3,13,14,A,Animation,2031009,0.9285714285714286,0,13,13,13,9,13
SIL0127,Lab Efek Visual,1,9,14,A,Design,2031009,0.6428571428571429,5,9,9,38,10,10
SI00233,Desain Kreatif,3,14,14,A,Design,2031009,1.0,5,5,5,2,4,11
SIL0139,Lab. Desain Kreatif,1,9,14,A,Design,2031009,0.6428571428571429,5,4,4,39,5,10
SI00219,Sistem Basis Data,3,14,14,A,Basis Data,2031044,1.0,3,5,5,20,13,11
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,B,Hardware,2031044,1.0,8,5,5,21,4,2
SI00217,Perancangan Situs Web,3,14,14,A,Website Making,2031044,1.0,25,8,8,22,0,11
SI00157,Animasi 2D,3,14,14,A,Animation,2031044,1.0,0,1,1,23,2,11
SI00155,Struktur Data,3,14,14,A,Basic Programming,2031044,1.0,2,1,1,24,2,11
SI00249,Aplikasi Komputer Akuntansi,3,14,14,A,Basic Programming,2031044,1.0,2,13,13,25,9,11
SI00232,Kerangka Pengembangan Proyek,3,14,14,A,Logical Thinking,2031044,1.0,11,2,2,26,4,11
SI00282,Perintisan Startup Business,3,7,14,A,Startup,2031044,0.5,22,12,12,28,8,12
SI00150,Matematika Sistem Informasi,3,13,14,A,Logical Thinking,2031044,0.9285714285714286,11,3,3,29,3,11
SI00162,Pemograman Basis Data,3,14,14,B,Basis Data,2031044,1.0,3,1,1,30,2,8
SI00165,Pemograman Web,3,14,14,A,Website Making,2031044,1.0,25,8,8,31,0,11
SI00265,Wawasan Dan Aplikasi Teknologi,3,14,14,A,Logical Thinking,2031044,1.0,11,11,11,32,11,11
SI00283,Pengembangan Startup Business,3,14,14,A,Startup,2031044,1.0,22,12,12,28,8,12
SI00208,Teknik Pemasaran Digital,3,14,14,A,Marketing,2031044,1.0,16,8,8,3,0,11
SI00132,Manajemen Dan Audit Sistem Informasi,3,14,14,A,Manajemen,2031044,1.0,14,3,3,11,3,11
SI00225,Fotografi Dan Desain Multimedia,3,14,14,C,Design,2031044,1.0,5,5,5,4,4,2
SI00163,Teknologi Game,3,14,14,A,Game Making,2031044,1.0,7,1,1,1,2,11
SI00118,Sinematografi,3,14,14,A,Movie Making,2031044,1.0,19,14,14,19,3,14
SI00241,3D Animasi,3,14,14,A,Animation,2031044,1.0,0,13,13,13,9,11
SIL0128,Lab 3D Animasi,1,9,14,B,Animation,2031044,0.6428571428571429,0,9,9,33,10,10
SI00277,Game Design,3,14,14,A,Game Making,2031044,1.0,7,6,6,34,12,11
SIL0132,Lab. Game Design,1,6,14,A,Game Making,2031044,0.42857142857142855,7,4,4,35,10,10
SIL0077,Lab. Sinematografi,1,9,14,A,Movie Making,2031044,0.6428571428571429,19,10,10,36,6,10
SI00290,Pengembangan Video Game,3,14,14,A,Game Making,2031044,1.0,7,0,0,14,7,11
SIL0138,Lab. Pengembangan Video Game,1,8,14,B,Game Making,2031044,0.5714285714285714,7,4,4,37,5,10
SI00240,Efek Visual,3,13,14,A,Animation,2031044,0.9285714285714286,0,13,13,13,9,13
SIL0127,Lab Efek Visual,1,9,14,A,Design,2031044,0.6428571428571429,5,9,9,38,10,10
SI00233,Desain Kreatif,3,14,14,A,Design,2031044,1.0,5,5,5,2,4,11
SIL0139,Lab. Desain Kreatif,1,9,14,A,Design,2031044,0.6428571428571429,5,4,4,39,5,10
SI00217,Perancangan Situs Web,3,14,14,A,Website Making,2031046,1.0,25,8,8,22,0,11
SI00219,Sistem Basis Data,3,14,14,B,Basis Data,2031046,1.0,3,5,5,20,13,2
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2031046,1.0,8,5,5,21,4,11
SI00157,Animasi 2D,3,14,14,B,Animation,2031046,1.0,0,1,1,23,2,8
SI00155,Struktur Data,3,13,14,A,Basic Programming,2031046,0.9285714285714286,2,1,1,24,2,11
SI00165,Pemograman Web,3,14,14,A,Website Making,2031046,1.0,25,8,8,31,0,11
SI00265,Wawasan Dan Aplikasi Teknologi,3,14,14,A,Logical Thinking,2031046,1.0,11,11,11,32,11,11
SI00162,Pemograman Basis Data,3,14,14,C,Basis Data,2031046,1.0,3,1,1,30,2,8
SI00150,Matematika Sistem Informasi,3,12,14,C,Logical Thinking,2031046,0.8571428571428571,11,3,3,29,3,3
SI00232,Kerangka Pengembangan Proyek,3,14,14,B,Logical Thinking,2031046,1.0,11,2,2,26,4,2
SI00282,Perintisan Startup Business,3,3,14,A,Startup,2031046,0.21428571428571427,22,12,12,28,8,12
SI00249,Aplikasi Komputer Akuntansi,3,14,14,C,Basic Programming,2031046,1.0,2,13,13,25,9,5
SI00283,Pengembangan Startup Business,3,14,14,E,Startup,2031046,1.0,22,12,12,-1,8,5
SI00208,Teknik Pemasaran Digital,3,13,14,E,Marketing,2031046,0.9285714285714286,16,8,8,3,0,5
SI00132,Manajemen Dan Audit Sistem Informasi,3,14,14,B,Manajemen,2031046,1.0,14,3,3,11,3,3
SI00212,Analisis Dan Perancangan Sistem Informasi,3,13,14,A,Basic Programming,2031046,0.9285714285714286,2,5,5,40,13,11
SI00234,Machine Learning,3,12,14,E,Machine Learning,2031046,0.8571428571428571,12,2,2,-1,4,5
SI00160,Pemrograman Berorientasi Obyek,3,12,14,C,Basic Programming,2031046,0.8571428571428571,2,1,1,42,2,8
SI00217,Perancangan Situs Web,3,14,14,A,Website Making,2031047,1.0,25,8,8,22,0,11
SI00219,Sistem Basis Data,3,14,14,B,Basis Data,2031047,1.0,3,5,5,20,13,2
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2031047,1.0,8,5,5,21,4,11
SI00157,Animasi 2D,3,14,14,B,Animation,2031047,1.0,0,1,1,23,2,8
SI00155,Struktur Data,3,14,14,B,Basic Programming,2031047,1.0,2,1,1,24,2,5
SI00249,Aplikasi Komputer Akuntansi,3,14,14,B,Basic Programming,2031047,1.0,2,13,13,25,9,6
SI00232,Kerangka Pengembangan Proyek,3,14,14,A,Logical Thinking,2031047,1.0,11,2,2,26,4,11
SI00282,Perintisan Startup Business,3,6,14,A,Startup,2031047,0.42857142857142855,22,12,12,28,8,12
SI00150,Matematika Sistem Informasi,3,13,14,A,Logical Thinking,2031047,0.9285714285714286,11,3,3,29,3,11
SI00162,Pemograman Basis Data,3,14,14,B,Basis Data,2031047,1.0,3,1,1,30,2,8
SI00165,Pemograman Web,3,14,14,A,Website Making,2031047,1.0,25,8,8,31,0,11
SI00265,Wawasan Dan Aplikasi Teknologi,3,14,14,B,Logical Thinking,2031047,1.0,11,11,11,32,11,5
SI00283,Pengembangan Startup Business,3,14,14,B,Startup,2031047,1.0,22,12,12,28,8,12
SI00208,Teknik Pemasaran Digital,3,13,14,A,Marketing,2031047,0.9285714285714286,16,8,8,3,0,11
SI00132,Manajemen Dan Audit Sistem Informasi,3,14,14,B,Manajemen,2031047,1.0,14,3,3,11,3,3
SI00212,Analisis Dan Perancangan Sistem Informasi,3,14,14,A,Basic Programming,2031047,1.0,2,5,5,40,13,11
SI00234,Machine Learning,3,13,14,C,Machine Learning,2031047,0.9285714285714286,12,2,2,41,4,2
SI00160,Pemrograman Berorientasi Obyek,3,11,14,B,Basic Programming,2031047,0.7857142857142857,2,1,1,42,2,8
SI00278,Perancangan Aplikasi Mobile,3,14,14,A,Mobile Development,2031047,1.0,17,12,12,43,8,11
SIL0131,Lab. Perancangan Aplikasi Mobile,1,12,14,A,Mobile Development,2031047,0.8571428571428571,17,10,10,44,6,10
SI00122,Kecerdasan Buatan,3,13,14,A,Machine Learning,2031047,0.9285714285714286,12,3,3,45,3,11
SIL0079,Lab Kecerdasan Buatan,1,12,14,A,Machine Learning,2031047,0.8571428571428571,12,10,10,46,6,10
SI00239,Rekayasa Ulang Bisnis,3,14,14,A,Manajemen,2031047,1.0,14,2,2,47,1,11
SIL0133,Lab. Rekayasa Ulang Bisnis,1,10,14,A,Manajemen,2031047,0.7142857142857143,14,10,10,48,5,10
SI00286,Pengembangan Aplikasi Mobile,3,8,14,A,Mobile Development,2031047,0.5714285714285714,17,0,0,49,7,5
SIL0134,Lab. Pengembangan Aplikasi Mobile,1,9,14,A,Mobile Development,2031047,0.6428571428571429,17,10,10,54,6,10
SI00289,IT Governance,3,14,14,D,Manajemen,2031047,1.0,14,0,0,-1,7,5
SIL0135,Lab. IT Governance,1,12,14,E,Manajemen,2031047,0.8571428571428571,14,4,4,-1,5,10
SI00118,Sinematografi,3,13,14,A,Movie Making,2031047,0.9285714285714286,19,14,14,19,3,14
SIL0077,Lab. Sinematografi,1,11,14,A,Movie Making,2031047,0.7857142857142857,19,10,10,36,6,10
SI00219,Sistem Basis Data,3,14,14,B,Basis Data,2031049,1.0,3,5,5,20,13,2
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,C,Hardware,2031049,1.0,8,5,5,21,4,2
SI00217,Perancangan Situs Web,3,13,14,B,Website Making,2031049,0.9285714285714286,25,8,8,22,0,5
SI00157,Animasi 2D,3,13,14,D,Animation,2031049,0.9285714285714286,0,1,1,23,2,5
SI00155,Struktur Data,3,14,14,D,Basic Programming,2031049,1.0,2,1,1,24,2,5
SI00249,Aplikasi Komputer Akuntansi,3,14,14,C,Basic Programming,2031049,1.0,2,13,13,25,9,5
SI00232,Kerangka Pengembangan Proyek,3,14,14,A,Logical Thinking,2031049,1.0,11,2,2,26,4,11
SI00282,Perintisan Startup Business,3,7,14,A,Startup,2031049,0.5,22,12,12,28,8,12
SI00150,Matematika Sistem Informasi,3,13,14,B,Logical Thinking,2031049,0.9285714285714286,11,3,3,29,3,3
SI00162,Pemograman Basis Data,3,14,14,A,Basis Data,2031049,1.0,3,1,1,30,2,11
SI00165,Pemograman Web,3,14,14,A,Website Making,2031049,1.0,25,8,8,31,0,11
SI00265,Wawasan Dan Aplikasi Teknologi,3,14,14,A,Logical Thinking,2031049,1.0,11,11,11,32,11,11
SI00283,Pengembangan Startup Business,3,14,14,C,Startup,2031049,1.0,22,12,12,28,8,12
SI00208,Teknik Pemasaran Digital,3,12,14,C,Marketing,2031049,0.8571428571428571,16,8,8,3,0,5
SI00132,Manajemen Dan Audit Sistem Informasi,3,14,14,A,Manajemen,2031049,1.0,14,3,3,11,3,11
SI00225,Fotografi Dan Desain Multimedia,3,13,14,E,Design,2031049,0.9285714285714286,5,5,5,4,4,5
SI00163,Teknologi Game,3,14,14,A,Game Making,2031049,1.0,7,1,1,1,2,11
SI00118,Sinematografi,3,13,14,A,Movie Making,2031049,0.9285714285714286,19,14,14,19,3,14
SI00241,3D Animasi,3,14,14,A,Animation,2031049,1.0,0,13,13,13,9,11
SIL0128,Lab 3D Animasi,1,9,14,B,Animation,2031049,0.6428571428571429,0,9,9,33,10,10
SI00277,Game Design,3,13,14,B,Game Making,2031049,0.9285714285714286,7,6,6,34,12,6
SIL0132,Lab. Game Design,1,8,14,B,Game Making,2031049,0.5714285714285714,7,4,4,35,10,10
SIL0077,Lab. Sinematografi,1,10,14,A,Movie Making,2031049,0.7142857142857143,19,10,10,36,6,10
SI00290,Pengembangan Video Game,3,12,14,B,Game Making,2031049,0.8571428571428571,7,0,0,14,7,5
SIL0138,Lab. Pengembangan Video Game,1,4,14,B,Game Making,2031049,0.2857142857142857,7,4,4,37,5,10
SI00240,Efek Visual,3,8,14,E,Animation,2031049,0.5714285714285714,0,13,13,-1,9,5
SIL0127,Lab Efek Visual,1,2,14,E,Design,2031049,0.14285714285714285,5,9,9,-1,10,10
SI00233,Desain Kreatif,3,12,14,E,Design,2031049,0.8571428571428571,5,5,5,53,4,5
SIL0139,Lab. Desain Kreatif,1,8,14,A,Design,2031049,0.5714285714285714,5,4,4,39,5,10
SI00219,Sistem Basis Data,3,13,14,B,Basis Data,2031050,0.9285714285714286,3,5,5,20,13,2
SI00224,Sistem Operasi Dan Jaringan Komunikasi Data,3,14,14,A,Hardware,2031050,1.0,8,5,5,21,4,11
SI00217,Perancangan Situs Web,3,14,14,A,Website Making,2031050,1.0,25,8,8,22,0,11
SI00157,Animasi 2D,3,11,14,D,Animation,2031050,0.7857142857142857,0,1,1,23,2,5
SI00155,Struktur Data,3,12,14,A,Basic Programming,2031050,0.8571428571428571,2,1,1,24,2,11
SI00249,Aplikasi Komputer Akuntansi,3,13,14,B,Basic Programming,2031050,0.9285714285714286,2,13,13,25,9,6
SI00232,Kerangka Pengembangan Proyek,3,13,14,B,Logical Thinking,2031050,0.9285714285714286,11,2,2,26,4,2
SI00282,Perintisan Startup Business,3,7,14,B,Startup,2031050,0.5,22,12,12,28,8,12
SI00150,Matematika Sistem Informasi,3,13,14,B,Logical Thinking,2031050,0.9285714285714286,11,3,3,29,3,3
